Name,Type,Location,Communitys Rating,# Ratings,Expert,Expert Score,ABV %,Cost,Cask,Age
CASAMIGOS BLANCO TEQUILA,TEQUILA BLANCO,"CASAMIGOS // LOS ALTOS, JALISCO, MEXICO",3.94,457,STEPHANIE MORENO,90,40.0,2,,NAS
CASAMIGOS AÑEJO TEQUILA,TEQUILA AÑEJO,"CASAMIGOS // HIGHLANDS, JALISCO, MEXICO",4.15,450,STEPHANIE MORENO,90,40.0,3,USED WHISKEY BARRELS,NAS
MEZCAL AMARÁS CUPREATA,MEZCAL JOVEN,"MEZCAL AMARÁS // GUERRERO, MEXICO",3.81,32,STEPHANIE MORENO,90,43.0,3,,
EXPRESIONES DEL CORAZÓN WELLER 12 AÑEJO TEQUILA (2023 COLLECTION),TEQUILA AÑEJO,"EXPRESIONES DEL CORAZÓN // LOS ALTOS, JALISCO, MEXICO",3.0,1,AMANDA SCHUSTER,89,40.0,3,EX-WELLER 12 KENTUCKY STRAIGHT BOURBON BARRELS,NAS
SANTO TEQUILA AÑEJO,TEQUILA AÑEJO,SANTO SPIRITS // MEXICO,,,AMANDA SCHUSTER,89,40.0,3,FORMER AMERICAN WHISKEY BARRELS,NAS
VOLCÁN XA TEQUILA,TEQUILA REPOSADO,"VOLCÁN DE MI TIERRA // JALISCO, MEXICO",5.0,1,AMANDA SCHUSTER,89,40.0,5,,NAS
CIERTO TEQUILA PRIVATE COLLECTION BLANCO,TEQUILA BLANCO,"CIERTO // JALISCO, MEXICO",4.88,4,AMANDA SCHUSTER,89,40.0,4,,NAS
TEQUILA ETERNO VERANO BLANCO,TEQUILA BLANCO,"ETERNO VERANO // TEQUILA VALLEY, JALISCO, MEXICO",4.0,1,AMANDA SCHUSTER,89,40.0,2,,NAS
CONTRALUZ CRISTALINO REPOSADO MEZCAL,MEZCAL REPOSADO,"CONTRALUZ // OAXACA, MEXICO",3.75,3,STEPHANIE MORENO,89,40.0,3,CHARRED AMERICAN OAK,NAS
ASTRAL TEQUILA BLANCO,TEQUILA BLANCO,"ASTRAL // JALISCO, MEXICO",3.61,11,AMANDA SCHUSTER,89,40.0,2,,NAS
GRACIAS A DIOS MANGO MEZCAL,MEZCAL JOVEN,"GRACIAS A DIOS // OAXACA, MEXICO",3.75,1,AMANDA SCHUSTER,89,43.0,2,,NAS
GRACIAS A DIOS PIÑA MEZCAL,MEZCAL JOVEN,GRACIAS A DIOS // MEXICO,4.13,2,AMANDA SCHUSTER,89,45.0,2,,NAS
EL TESORO MUNDIAL COLLECTION: THE LAPHROAIG EDITION (2021 RELEASE),TEQUILA AÑEJO,"EL TESORO // LOS ALTOS, JALISCO, MEXICO",4.5,2,AMANDA SCHUSTER,89,40.0,4,EX-BOURBON & EX-LAPHROAIG 10 YEAR CASKS,NAS
BOSSCAL JOVEN MEZCAL,MEZCAL JOVEN,"BOSSCAL // DURANGO, MEXICO",3.22,9,JAKE EMEN,89,42.0,2,,NAS
CALIROSA AÑEJO TEQUILA,TEQUILA AÑEJO,"CALIROSA // JALISCO, MEXICO",4.16,8,AMANDA SCHUSTER,89,40.0,3,CALIFORNIA RED WINE BARRELS,18 MONTHS
SEVERO TEQUILA REPOSADO,TEQUILA REPOSADO,"TEQUILA SEVERO // JALISCO, MEXICO",4.5,1,AMANDA SCHUSTER,89,40.0,3,WHITE AMERICAN OAK,NAS
LOS MAGOS BLANCO SOTOL,SOTOL,"LOS MAGOS // CHIHUAHUA, MEXICO",4.5,5,AMANDA SCHUSTER,89,38.0,3,UNAGED,NAS
LOS VECINOS DEL CAMPO TOBALÁ MEZCAL,MEZCAL JOVEN,"LOS VECINOS DEL CAMPO // OAXACA, MEXICO",3.63,2,ANNA ARCHIBALD,89,46.0,4,UNAGED,NAS
EXPRESIONES DEL CORAZÓN THOMAS H. HANDY SAZERAC AÑEJO (2019 RELEASE),TEQUILA AÑEJO,"EXPRESIONES DEL CORAZÓN // LOS ALTOS, JALISCO, MEXICO",3.58,3,ANNA ARCHIBALD,89,40.0,3,USED THOMAS H. HANDY SAZERAC RYE BARRELS,NAS
ABRE OJOS SILVER TEQUILA,TEQUILA BLANCO,"ABRE OJOS // TEQUILA VALLEY, JALISCO, MEXICO",,,JACK ROBERTIELLO,89,40.0,2,,NAS
MIEL DE TIERRA AÑEJO,MEZCAL AÑEJO,"MIEL DE TIERRA // ZACATECAS, MEXICO",4.46,10,JOHN RANKIN,89,40.0,3,"VIRGIN, LOCAL OAK",NAS
TEQUILA PUEBLO VIEJO BLANCO 104,TEQUILA BLANCO,"PUEBLO VIEJO // LOS ALTOS, JALISCO, MEXICO",3.63,2,JACOB GRIER,89,52.0,1,UNAGED,NAS
MEZCAL MARCA NEGRA ARROQUEÑO,MEZCAL JOVEN,"MEZCAL MARCA NEGRA // OAXACA, MEXICO",2.0,1,KELLEY SLAGLE,89,48.6,4,NONE,NAS
OCHO CIENTOS SOTOL REPOSADO,SOTOL,"OCHO CIENTOS // CHIHUAHUA, MEXICO",3.25,3,AMANDA SCHUSTER,89,43.0,3,EX-TENNESSEE WHISKEY,NAS
AHA TORO AÑEJO,TEQUILA AÑEJO,"AHA TORO // LOS ALTOS, JALISCO, MEXICO",4.17,21,JOHN RANKIN,89,40.0,3,OAK,NAS
TEQUILA OCHO PLATA LOS MANGOS 2010,TEQUILA BLANCO,"TEQUILA OCHO // LOS ALTOS, JALISCO, MEXICO",4.0,3,KELLEY SLAGLE,89,40.0,2,,NAS
MEZCAL PIERDE ALMAS ESPADÍN,MEZCAL JOVEN,"PIERDE ALMAS // OAXACA, MEXICO",3.63,8,DANIEL DJANG,89,49.0,3,,NAS
DELEÓN REPOSADO TEQUILA,TEQUILA REPOSADO,"DELEÓN TEQUILA // LOS ALTOS, JALISCO, MEXICO",3.6,23,MATTHEW SHEINBERG,89,40.0,3,AMERICAN OAK AND FRENCH OAK,NAS
DON FULANO AÑEJO TEQUILA,TEQUILA AÑEJO,"DON FULANO // TEQUILA VALLEY, JALISCO, MEXICO",4.35,31,AMANDA SCHUSTER,89,40.0,4,FRENCH LIMOUSIN OAK,NAS
MAYALEN AGUA DE JUVENTUD GUERRERO MEZCAL,MEZCAL JOVEN,"MAYALEN // GUERRERO , MEXICO",3.0,6,AMANDA SCHUSTER,89,53.0,2,,NAS
FIDENCIO TIERRA BLANCA MEZCAL,MEZCAL JOVEN,"FIDENCIO // OAXACA, MEXICO",4.56,8,OMARI WHEAT,89,50.9,3,UNAGED,NAS
MEZCAL VAGO ESPADIN,MEZCAL JOVEN,"MEZCAL VAGO // OAXACA, MEXICO",3.89,64,DUNCAN MCROBERTS,89,51.2,2,UNAGED,NAS
KAH TEQUILA REPOSADO,TEQUILA REPOSADO,"TEQUILA VALLEY, JALISCO, MEXICO",3.71,32,BROCK SCHULTE,89,55.0,3,,
KOCH EL MEZCAL MEXICANO,MEZCAL JOVEN,"OAXACA, MEXICO",5.0,2,OMARI WHEAT,89,47.0,4,,
FIDENCIO TEPEXTATE MEZCAL,MEZCAL JOVEN,"FIDENCIO // OAXACA, MEXICO",3.55,5,OMARI WHEAT,89,45.9,4,UNAGED,NAS
KOCH EL MEZCAL BARRIL,MEZCAL JOVEN,"OAXACA, MEXICO",,,OMARI WHEAT,89,47.0,4,,
ROCA PATRÓN AÑEJO TEQUILA,TEQUILA AÑEJO,"PATRÓN // LOS ALTOS, JALISCO, MEXICO",3.75,55,STEPHANIE MORENO,89,44.0,4,EX-BOURBON,NAS
FIDENCIO PECHUGA MEZCAL,MEZCAL JOVEN,"FIDENCIO // OAXACA, MEXICO",3.5,11,OMARI WHEAT,89,47.3,4,UNAGED,NAS
FIDENCIO MADRECUIXE MEZCAL,MEZCAL JOVEN,"FIDENCIO // OAXACA, MEXICO",4.42,3,OMARI WHEAT,89,49.4,4,UNAGED,NAS
FIDENCIO CLÁSICO MEZCAL,MEZCAL JOVEN,"FIDENCIO // OAXACA, MEXICO",3.68,63,OMARI WHEAT,89,44.0,2,UNAGED,NAS
ANTIGUO DE HERRADURA TEQUILA AÑEJO,TEQUILA AÑEJO,"TEQUILA VALLEY, JALISCO, MEXICO",4.2,5,DISTILLER STAFF,89,40.0,2,,
ANTIGUO DE HERRADURA TEQUILA REPOSADO,TEQUILA REPOSADO,"TEQUILA VALLEY, JALISCO, MEXICO",3.64,14,DISTILLER STAFF,89,40.0,2,,
DON AMADO REPOSADO MEZCAL,MEZCAL REPOSADO,"DON AMADO // OAXACA, MEXICO",4.03,11,OMARI WHEAT,89,45.0,3,,NAS
SIEMBRA AZUL BLANCO TEQUILA,TEQUILA BLANCO,"SIEMBRA AZUL // LOS ALTOS, JALISCO, MEXICO",3.91,16,OMARI WHEAT,89,40.0,2,UNAGED,NAS
HERRADURA REPOSADO TEQUILA,TEQUILA REPOSADO,"TEQUILA VALLEY, JALISCO, MEXICO",3.87,220,DISTILLER STAFF,89,40.0,2,,
MEZCAL PIERDE ALMAS HISTORIC EDITION MAGUEY DE LUMBRE,MEZCAL JOVEN,"OAXACA, MEXICO",3.5,4,OMARI WHEAT,89,49.0,3,,
DON AMADO JOVEN RUSTICO MEZCAL,MEZCAL JOVEN,"OAXACA, MEXICO",4.08,16,OMARI WHEAT,89,47.0,2,,
PATRÓN AÑEJO TEQUILA,TEQUILA AÑEJO,"PATRÓN // LOS ALTOS, JALISCO, MEXICO",3.74,213,AMANDA SCHUSTER,89,40.0,3,WHITE OAK BARRELS,NAS
SUERTE REPOSADO TEQUILA,TEQUILA REPOSADO,"SUERTE // LOS ALTOS, JALISCO, MEXICO",3.75,26,DANIEL DJANG,89,40.0,2,,
CHINACO BLANCO TEQUILA,TEQUILA BLANCO,"CHINACO // TAMAULIPAS, MEXICO",3.69,9,DUNCAN MCROBERTS,89,40.0,2,,NAS
TEQUILA OCHO AÑEJO LA MAGUEYERA 2014,TEQUILA AÑEJO,"TEQUILA OCHO // LOS ALTOS, JALISCO, MEXICO",4.05,18,AMANDA SCHUSTER,89,40.0,4,,
MEZCAL EL SILENCIO JOVEN,MEZCAL JOVEN,"MEZCAL EL SILENCIO // OAXACA, MEXICO",3.81,17,STEPHANIE MORENO,89,40.0,3,UNAGED,NAS
QUECHOL WHEELERI SOTOL,SOTOL,QUECHOL SOTOL // MEXICO,,,AMANDA SCHUSTER,88,45.5,3,,NAS
ASTRAL TEQUILA REPOSADO,TEQUILA REPOSADO,"ASTRAL // JALISCO, MEXICO",2.5,3,AMANDA SCHUSTER,88,40.0,2,FIRST FILL AMERICAN OAK EX-BOURBON,NAS
TEQUILA GRAN SOCIEDAD JOVEN,TEQUILA JOVEN,"TEQUILA GRAN SOCIEDAD // LOS ALTOS, JALISCO, MEXICO",,,STEPHANIE MORENO,88,40.0,5,MEDIUM TOASTED AMERICAN OAK,NAS
EL LUCHADOR DISTILL-PROOF BLANCO TEQUILA,TEQUILA BLANCO,"EL LUCHADOR // LOS ALTOS, JALISCO, MEXICO",,,STEPHANIE MORENO,88,55.0,2,,NAS
EL LUCHADOR BLANCO TEQUILA,TEQUILA BLANCO,"EL LUCHADOR // LOS ALTOS, JALISCO, MEXICO",,,STEPHANIE MORENO,88,40.0,2,,NAS
TEQUILA KOMOS EXTRA AÑEJO,TEQUILA EXTRA AÑEJO,"TEQUILA KOMOS // JALISCO, MEXICO",4.44,10,STEPHANIE MORENO,88,40.0,5,FRENCH EX-WHITE WINE BARRELS AND AMERICAN OAK WHISKEY BARRELS,NAS
TRES GENERACIONES AÑEJO CRISTALINO TEQUILA,TEQUILA AÑEJO,"TRES GENERACIONES // JALISCO, MEXICO",4.13,3,STEPHANIE MORENO,88,40.0,3,AMERICAN OAK,NAS
TEREMANA TEQUILA AÑEJO,TEQUILA AÑEJO,"TEREMANA TEQUILA // JALISCO, MEXICO",3.89,42,AMANDA SCHUSTER,88,40.0,2,AMERICAN WHISKEY BARRELS,NAS
TEQUILA ZARPADO BLANCO,TEQUILA BLANCO,"TEQUILA ZARPADO // TEQUILA VALLEY, JALISCO, MEXICO",4.25,4,AMANDA SCHUSTER,88,40.0,1,,NAS
TEQUILA LOBOS 1707 JOVEN,TEQUILA JOVEN,"LOBOS 1707 // LOS ALTOS, JALISCO, MEXICO",4.09,8,AMANDA SCHUSTER,88,40.0,2,FINISHED IN PEDRO XIMÉNEZ WINE BARRELS,NAS
EXPRESIONES DEL CORAZÓN WILLIAM LARUE WELLER AÑEJO (2020 RELEASE),TEQUILA AÑEJO,"EXPRESIONES DEL CORAZÓN // LOS ALTOS, JALISCO, MEXICO",5.0,1,STEPHANIE MORENO,88,40.0,3,EX-WILLIAM LARUE WELLER BOURBON BARRELS,NAS
LALO TEQUILA,TEQUILA BLANCO,"LALO TEQUILA // LOS ALTOS, JALISCO, MEXICO",4.28,61,STEPHANIE MORENO,88,40.0,2,,NAS
CRÁNEO ORGANIC MEZCAL,MEZCAL JOVEN,"123 SPIRITS // OAXACA, MEXICO",3.52,9,STEPHANIE MORENO,88,42.0,2,UNAGED,NAS
MIEL DE TIERRA REPOSADO,MEZCAL REPOSADO,"MIEL DE TIERRA // ZACATECAS, MEXICO",4.92,3,JOHN RANKIN,88,40.0,3,"VIRGIN, LOCAL OAK",NAS
BLUE NECTAR AÑEJO FOUNDER'S BLEND TEQUILA,TEQUILA AÑEJO,"BLUE NECTAR // TEQUILA VALLEY, JALISCO, MEXICO",3.98,11,RON BECHTOL,88,40.0,3,CHARRED AMERICAN OAK,NAS
PATRÓN REPOSADO TEQUILA,TEQUILA REPOSADO,"PATRÓN // HIGHLANDS, MEXICO",3.33,94,AMANDA SCHUSTER,88,40.0,3,AMERICAN OAK,NAS
TEQUILA GALÁN REPOSADO,TEQUILA REPOSADO,"TEQUILA GALÁN // TEQUILA VALLEY, JALISCO, MEXICO",,,AMANDA SCHUSTER,88,40.0,2,VIRGIN WHITE OAK,NAS
6 DEGREE TEQUILA REPOSADO,TEQUILA REPOSADO,"SIX DEGREE // JALISCO, MEXICO",4.54,6,AMANDA SCHUSTER,88,40.0,2,FRENCH OAK,NAS
MEZCAL MARQUÉS PLATA,MEZCAL JOVEN,"HACIENDA JARAL DE BERRIO // GUANAJUATO, MEXICO",3.63,2,AMANDA SCHUSTER,88,40.0,2,UNAGED,NAS
MUCHA LIGA BRAVO BLANCO TEQUILA,TEQUILA BLANCO,"MUCHA LIGA // JALISCO, MEXICO",4.54,6,AMANDA SCHUSTER,88,40.0,2,UNAGED,NAS
VILLA LOBOS EXTRA AÑEJO TEQUILA,TEQUILA EXTRA AÑEJO,"VILLA LOBOS // LOS ALTOS, JALISCO , MEXICO",4.0,2,OMARI WHEAT,88,40.0,4,AMERICAN OAK,NAS
AGAVE DE CORTÉS AÑEJO MEZCAL,MEZCAL AÑEJO,"AGAVE DE CORTÉS // SANTIAGO MATATLAN, OAXACA , MEXICO",3.5,3,OMARI WHEAT,88,43.0,3,AMERICAN OAK,NAS
MEZCAL NUESTRA SOLEDAD SANTIAGO MATATLÁN,MEZCAL JOVEN,"MEZCAL NUESTRA SOLEDAD // OAXACA, MEXICO",3.68,16,JACOB GRIER,88,45.3,2,,NAS
MEZCAL NUESTRA SOLEDAD SAN LUIS DEL RIO,MEZCAL JOVEN,"NUESTRA SOLEDAD // OAXACA, MEXICO",4.01,21,JACOB GRIER,88,47.9,2,,NAS
MEZCAL NARO'BA JOVEN,MEZCAL JOVEN,"MEZCAL NARO'BA // OAXACA, MEXICO",3.5,1,AMANDA SCHUSTER,88,40.0,3,,NAS
EL DECRETO TEQUILA BLANCO,TEQUILA BLANCO,"EL DECRETO // JALISCO, MEXICO",5.0,1,AMANDA SCHUSTER,88,40.0,2,AMERICAN OAK,NAS
EMBAJADOR PREMIUM TEQUILA,TEQUILA REPOSADO,"EMBAJADOR // LOS ALTOS, JALISCO, MEXICO",3.75,2,AMANDA SCHUSTER,88,40.0,2,EX-BOURBON AMERICAN WHITE OAK AND EX-COGNAC FRENCH LIMOUSIN OAK,NAS
DEL MAGUEY SANTO DOMINGO ALBARRADAS MEZCAL,MEZCAL JOVEN,"DEL MAGUEY // OAXACA, MEXICO",3.84,29,JACOB GRIER,88,48.0,3,UNAGED,NAS
SIETE LEGUAS REPOSADO TEQUILA,TEQUILA REPOSADO,"SIETE LEGUAS // LOS ALTOS, JALISCO, MEXICO",4.02,63,JACOB GRIER,88,40.0,2,WHITE OAK,NAS
EL JOLGORIO BARRIL MEZCAL,MEZCAL JOVEN,"EL JOLGORIO // OAXACA, MEXICO",3.9,20,OMARI WHEAT,88,47.0,4,,NAS
KOCH EL MEZCAL ESPADÍN,MEZCAL JOVEN,"OAXACA, MEXICO",4.26,20,OMARI WHEAT,88,47.0,2,,
SCORPION MEZCAL REPOSADO,MEZCAL REPOSADO,"OAXACA, MEXICO",3.31,12,DISTILLER STAFF,88,40.0,2,,
DON JULIO REPOSADO TEQUILA,TEQUILA REPOSADO,"DON JULIO // LOS ALTOS, JALISCO, MEXICO",3.89,289,RON BECHTOL,88,40.0,2,AMERICAN WHITE OAK,NAS
DULCE VIDA BLANCO 100 PROOF TEQUILA,TEQUILA BLANCO,"DULCE VIDA // LOS ALTOS, JALISCO, MEXICO",4.09,24,RON BECHTOL,88,50.0,2,UNAGED,NAS
RIAZUL REPOSADO TEQUILA,TEQUILA REPOSADO,"LOS ALTOS, JALISCO, MEXICO",4.06,13,AMANDA SCHUSTER,88,40.0,3,,
LOS AMANTES REPOSADO MEZCAL,MEZCAL REPOSADO,"LOS AMANTES MEZCAL // OAXACA, MEXICO",3.92,19,OMARI WHEAT,88,40.0,3,CLAY AND NEW AMERICAN OAK,NAS
MEZCAL PIERDE ALMAS LA PURITITA VERDA,MEZCAL JOVEN,"OAXACA, MEXICO",4.08,7,DANIEL DJANG,88,40.0,2,,
CORZO TEQUILA SILVER,TEQUILA BLANCO,"LOS ALTOS, JALISCO, MEXICO",3.66,25,BROCK SCHULTE,88,40.0,3,,
CORRALEJO AÑEJO TEQUILA,TEQUILA AÑEJO,"TEQUILA CORRALEJO // GUANAJUATO, MEXICO",3.8,88,AMANDA SCHUSTER,88,40.0,2,AMERICAN OAK,NAS
EXPRESIONES DEL CORAZÓN BUFFALO TRACE REPOSADO TEQUILA,TEQUILA REPOSADO,"LOS ALTOS, JALISCO, MEXICO",3.82,18,AMANDA SCHUSTER,88,40.0,3,,
CHINACO REPOSADO TEQUILA,TEQUILA REPOSADO,"CHINACO // TAMAULIPAS, MEXICO",3.79,14,STEPHANIE MORENO,88,40.0,2,OAK,NAS
TEQUILA TAPATIO REPOSADO,TEQUILA REPOSADO,"TEQUILA TAPATIO // LOS ALTOS, JALISCO, MEXICO",3.77,15,AMANDA SCHUSTER,88,40.0,2,EX-BOURBON,NAS
TEQUILA OCHO REPOSADO EL REFUGIO 2012,TEQUILA REPOSADO,"TEQUILA OCHO // LOS ALTOS, JALISCO, MEXICO",5.0,2,BROCK SCHULTE,88,40.0,3,TEQUILA-SEASONED AMERICAN OAK EX-AMERICAN WHISKEY BARRELS,
MEZCAL ALIPÚS SANTA ANA DEL RIO,MEZCAL JOVEN,"OAXACA, MEXICO",3.8,20,STEPHANIE MORENO,88,47.9,2,,
TEQUILA OCHO PLATA LA MAGUEYERA 2014,TEQUILA BLANCO,"TEQUILA OCHO // LOS ALTOS, JALISCO, MEXICO",4.27,32,AMANDA SCHUSTER,88,40.0,2,,
QUECHOL TEXANUM SOTOL,SOTOL,QUECHOL SOTOL // MEXICO,,,AMANDA SCHUSTER,87,46.3,3,,NAS
DON JULIO ALMA MIEL,TEQUILA JOVEN,"DON JULIO // LOS ALTOS, JALISCO, MEXICO",3.5,2,AMANDA SCHUSTER,87,40.0,4,FINISHED IN CRÉMANT DU LIMOUX WINE CASKS,NAS
TRES GENERACIONES 50TH ANNIVERSARY AÑEJO,TEQUILA AÑEJO,TRES GENERACIONES // MEXICO,,,STEPHANIE MORENO,87,45.0,5,AMERICAN WHITE OAK,NAS
CELOSA ROSE TEQUILA,TEQUILA JOVEN,CELOSA TEQUILA // MEXICO,,,STEPHANIE MORENO,87,40.0,4,USED FRENCH OAK NAPA VALLEY RED WINE BARRELS,NAS
PATRÓN AHUMADO REPOSADO,TEQUILA REPOSADO,PATRÓN // MEXICO,3.63,2,STEPHANIE MORENO,87,40.0,3,,NAS
TEQUILA ZARPADO REPOSADO,TEQUILA REPOSADO,"TEQUILA ZARPADO // TEQUILA VALLEY, JALISCO, MEXICO",4.0,2,AMANDA SCHUSTER,87,40.0,2,EX-KENTUCKY BOURBON BARRELS,NAS
PATRÓN AÑEJO TEQUILA SHERRY CASK AGED,TEQUILA AÑEJO,"PATRÓN // JALISCO, MEXICO",3.71,22,JAKE EMEN,87,40.0,3,EX-OLOROSO SHERRY,NAS
THE LOST EXPLORER MEZCAL ESPADÍN,MEZCAL JOVEN,"THE LOST EXPLORER // OAXACA, MEXICO",3.63,2,JAKE EMEN,87,42.0,3,,NAS
MAESTRO DOBEL 50 EXTRA AÑEJO CRISTALINO TEQUILA,TEQUILA EXTRA AÑEJO,"MAESTRO DOBEL // TEQUILA VALLEY, JALISCO, MEXICO",4.55,14,STEPHANIE MORENO,87,40.0,4,EASTERN EUROPEAN AND AMERICAN OAK BARRELS,NAS
PARTIDA AÑEJO CRISTALINO TEQUILA,TEQUILA AÑEJO,"PARTIDA // TEQUILA VALLEY, JALISCO, MEXICO",4.5,1,STEPHANIE MORENO,87,40.0,3,AMERICAN OAK EX-BOURBON (MEDIUM TOAST),NAS
PARTIDA ROBLE FINO REPOSADO,TEQUILA REPOSADO,"PARTIDA // TEQUILA VALLEY, JALISCO, MEXICO",2.5,1,AMANDA SCHUSTER,87,43.0,4,EX-BOURBON AND EX-SINGLE MALT SHERRY-SEASONED CASKS,NAS
DOÑA VEGA MEZCAL TOBALÁ,MEZCAL JOVEN,DOÑA VEGA // MEXICO,4.75,1,JAKE EMEN,87,43.0,4,UNAGED,NAS
SIEMPRE TEQUILA PLATA,TEQUILA BLANCO,"SIEMPRE // LOS ALTOS, JALISCO, MEXICO",4.24,40,AMANDA SCHUSTER,87,40.0,2,,NAS
KIMO SABE MEZCAL JOVEN: ALBEDO,MEZCAL JOVEN,KIMO SABE // MEXICO,3.89,10,AMANDA SCHUSTER,87,43.0,2,,NAS
MEZCAL VIEJO INDECENTE ENSAMBLE,MEZCAL JOVEN,"VIEJO INDECENTE // OAXACA, MEXICO",5.0,1,AMANDA SCHUSTER,87,48.0,3,UNAGED,NAS
6 DEGREE TEQUILA BLANCO,TEQUILA BLANCO,"SIX DEGREE // JALISCO, MEXICO",5.0,1,AMANDA SCHUSTER,87,40.0,2,STAINLESS STEEL,NAS
MEZCAL NUESTRA SOLEDAD LA COMPAÑIA EJUTLA,MEZCAL JOVEN,"MEZCAL NUESTRA SOLEDAD // OAXACA, MEXICO",3.91,18,JACOB GRIER,87,46.4,2,,NAS
DEL MAGUEY CREMA DE MEZCAL,MEZCAL JOVEN,"DEL MAGUEY // OAXACA, MEXICO",3.54,48,STEPHANIE MORENO,87,40.0,2,UNAGED,NAS
ALACRÁN JOVEN MEZCAL,MEZCAL JOVEN,"AUTÉNTICO ALACRÁN // OAXACA, MEXICO",4.34,20,RON BECHTOL,87,46.0,2,,NAS
TATTOO TEQUILA BLANCO,TEQUILA BLANCO,TATTOO TEQUILA // MEXICO,4.5,7,AMANDA SCHUSTER,87,40.0,2,,NAS
EMBAJADOR PLATINUM TEQUILA,TEQUILA BLANCO,"EMBAJADOR // LOS ALTOS, JALISCO, MEXICO",3.92,3,AMANDA SCHUSTER,87,40.0,2,,NAS
DON PILAR BLANCO TEQUILA,TEQUILA BLANCO,"DON PILAR // LOS ALTOS, JALISCO, MEXICO",,,AMANDA SCHUSTER,87,40.0,2,,NAS
MAYALEN AGUA DE JUVENTUD WILD CUPREATA MEZCAL,MEZCAL JOVEN,"MAYALEN // GUERRERO , MEXICO",3.67,3,AMANDA SCHUSTER,87,46.0,3,,NAS
MEZCAL MARCA NEGRA TEPEZTATE,MEZCAL JOVEN,"MARCA NEGRA // OAXACA, MEXICO",3.68,8,AMANDA SCHUSTER,87,47.3,4,,NAS
EL DIAMANTE DEL CIELO SILVER TEQUILA,TEQUILA BLANCO,"JALISCO, MEXICO",4.88,2,RON BECHTOL,87,40.0,2,,
ROCA PATRÓN SILVER TEQUILA,TEQUILA BLANCO,"PATRÓN // LOS ALTOS, JALISCO, MEXICO",3.77,67,STEPHANIE MORENO,87,45.0,3,UNAGED,NAS
BRUXO NO. 3 BARRIL MEZCAL,MEZCAL JOVEN,"OAXACA, MEXICO",3.68,10,AMANDA SCHUSTER,87,46.0,3,,
OLMECA ALTOS REPOSADO TEQUILA,TEQUILA REPOSADO,"OLMECA ALTOS // LOS ALTOS, JALISCO, MEXICO",3.69,194,DANIEL DJANG,87,40.0,1,,
ESPÍRITU LAURO JOVEN MEZCAL,MEZCAL JOVEN,"ESPÍRITU LAURO // OAXACA, MEXICO",4.13,13,AMANDA SCHUSTER,87,40.0,3,UNAGED,NAS
CALLE 23 TEQUILA REPOSADO,TEQUILA REPOSADO,"LOS ALTOS, JALISCO, MEXICO",3.85,5,AMANDA SCHUSTER,87,40.0,2,,
MONTELOBOS ESPADÍN MEZCAL JOVEN,MEZCAL JOVEN,"MONTELOBOS // OAXACA, MEXICO",3.92,263,OMARI WHEAT,87,43.2,2,UNAGED,NAS
MILAGRO SILVER TEQUILA,TEQUILA BLANCO,"MILAGRO // LOS ALTOS, JALISCO, MEXICO",3.56,193,STEPHANIE MORENO,87,40.0,2,,NAS
SUERTE BLANCO TEQUILA,TEQUILA BLANCO,"LOS ALTOS, JALISCO, MEXICO",3.66,20,DANIEL DJANG,87,40.0,2,,
AVIÓN SILVER TEQUILA,TEQUILA BLANCO,"AVIÓN // LOS ALTOS, JALISCO, MEXICO",3.58,97,JOHN RANKIN,87,40.0,2,,NAS
MEZCAL EL SILENCIO ESPADÍN,MEZCAL JOVEN,"MEZCAL EL SILENCIO // OAXACA, MEXICO",3.69,98,STEPHANIE MORENO,87,43.0,2,UNAGED,NAS
SUERTE STILL STRENGTH BLANCO TEQUILA,TEQUILA BLANCO,SUERTE // MEXICO,4.5,2,AMANDA SCHUSTER,86,52.0,3,,NAS
TEQUILA KOMOS AÑEJO RESERVA,TEQUILA AÑEJO,"TEQUILA KOMOS // JALISCO, MEXICO",4.88,4,STEPHANIE MORENO,86,40.0,5,"FRENCH OAK WINE, AMERICAN BOURBON, AND SHERRY CASKS",NAS
ASTRAL TEQUILA AÑEJO,TEQUILA AÑEJO,"ASTRAL // JALISCO, MEXICO",3.0,2,AMANDA SCHUSTER,86,40.0,2,FIRST FILL AMERICAN OAK EX-BOURBON,NAS
TEQUILA OCHO REPOSADO BARREL SELECT WIDOW JANE 2022,TEQUILA REPOSADO,"TEQUILA OCHO // JALISCO, MEXICO",4.44,8,STEPHANIE MORENO,86,45.5,3,EX-WIDOW JANE BOURBON BARRELS,NAS
TRES GENERACIONES LA COLONIAL REPOSADO TEQUILA,TEQUILA REPOSADO,"TRES GENERACIONES // TEQUILA VALLEY, JALISCO, MEXICO",5.0,1,STEPHANIE MORENO,86,45.0,4,CHARRED AMERICAN OAK,NAS
TEQUILA ETERNO VERANO REPOSADO,TEQUILA REPOSADO,"ETERNO VERANO // TEQUILA VALLEY, JALISCO, MEXICO",4.0,1,AMANDA SCHUSTER,86,40.0,3,WHISKEY BARRELS,NAS
DON JULIO PRIMAVERA,TEQUILA REPOSADO,"DON JULIO // LOS ALTOS, JALISCO, MEXICO",3.94,32,JAKE EMEN,86,40.0,4,ORANGE WINE CASKS,NAS
THE LOST EXPLORER MEZCAL SALMIANA,MEZCAL JOVEN,"THE LOST EXPLORER // OAXACA, MEXICO",4.5,3,JAKE EMEN,86,42.0,5,,NAS
